orginal_text,cleaned_text,label
"Subject: eex update
daren ,
as i mentioned on tuesday , santiago and i met with jill and jennifer regarding the eex physical bids . thay have narrowed the targeted production down to 10 fields .
attached is a file that summarized our discussions . the items marked in yellow are ones jill is requesting your services , mainly to see if we can get transport and keep our bid competitive . please review and we can talk sometime tomorrow as i have meetings all afternoon today . if you have a chance to start working this today and have some questions , just call jill , jennifer or santiago .
thanks ,
eric",subject eex update daren mentioned tuesday santiago met jill jennifer regarding eex physical bid thay narrowed targeted production field attached file summarized discussion item marked yellow one jill requesting service mainly see get transport keep bid competitive please review talk sometime tomorrow meeting afternoon today chance start working today question call jill jennifer santiago thanks eric,ham
"Subject: teac 24 xl 0 x 24 pcmcia ext . cd - rw drive
ideal
for
notebook users !
$
68 . 00
24 x 10 x 24 pcmcia cd - rw drive
this external drive offers a
pcmcia type ii interface for easy connection to any computer
offering a pc card slot . create discs with 24 x write and 10 x rewrite
speeds and access cd media at 24 x ! a 2 mb buffer helps keep errors
to a minimum
visit : http : / www . computron - me . com for deals
!
your one stop
distributorjebel ali duty free zonedubai , uae . www . computron - me . com
for latest clearance sale listing contact our
sales department .
only limited quantities available on selected
specials ! ! ! !
for further details please send
your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com
compaq
hewlett packard
3 com
dell
intel
iomega
epson
aopen
creative
toshiba
apc
cisco
us
robotics
microsoft
canon
intellinet
targus
viewsonic
ibm
sony
- - - - - - - and lots more
! ! !
if you have any
complaints / suggestions contact : customerservice @ computron - me . com
tel + 971
4 8834464
all prices in u . s . dollars , ex - works ,
fax + 971 4
8834454
jebel ali duty free zone
www . computron - me . com
prices and availability subject to change
usa -
canada u . a . e .
without
notice .
to receive our special offers
in plain
text format reply to this
mail with the request * for
export only *
this
email can not be considered spam as long as we include : contact
information remove instructions . this message is intended for dealer
and resellers only . if you have somehow gotten on this list in error , or
for any other reason would like to be removed , please reply with "" remove
"" in the subject line of your message . this message is being sent to you
in compliance with the federal legislation for commercial e - mail
( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii
passed by the 105 th u . s . congress .
all logos and
trademarks are the property of their respective
owners
products may not be exactly as shown
above
- -
to unsubscribe from : computron 6 , just follow this link :
click the link , or copy and paste the address into your browser .",subject teac pcmcia ext drive ideal notebook user pcmcia drive external drive offer pcmcia type interface easy connection computer offering card slot create disc write rewrite speed access medium buffer help keep error minimum visit http www computron com deal one stop distributorjebel ali duty free zonedubai uae www computron com latest clearance sale listing contact sale department limited quantity available selected special detail please send enquiry dealer emirate net aeor contact via www computron com compaq hewlett packard com dell intel iomega epson aopen creative toshiba apc cisco robotics microsoft canon intellinet targus viewsonic ibm sony lot complaint suggestion contact customerservice computron com tel 971 8834464 price dollar work fax 971 8834454 jebel ali duty free zone www computron com price availability subject change usa canada without notice receive special offer plain text format reply mail request export email considered spam long include contact information remove instruction message intended dealer resellers somehow gotten list error reason would like removed please reply remove subject line message message sent compliance federal legislation commercial mail 4176 section 101 paragraph bill 1618 title iii passed 105 congress logo trademark property respective owner product may exactly shown unsubscribe computron follow link click link copy paste address browser,spam
"Subject: award notification ! ! ! ! ! ! ! ! !
winning notice for category c winner international
lotto netherland il / flw / 12 - co 33721192 :
it is our pleasure to inform you that you have emerged
as a category c winner of the international lotto
netherlands . congratulations ! you are entitled to a prize
sum of 1 , 500 , 000 . 00 . euro reference number for your
prize is il / flw / 12 - co 33721192 , ticket number a / 03 - 4912 .
as a category c winner , you have been selected from a
total number of 100 , 000 names drawn from asia , africa ,
europe , middle east and america . after the computer
ballot of our international promotions program , only
ten winners emerged in this category and therefore
are to receive payouts of ( 1 , 500 , 000 . 00 euro ) from the
total 15 , 000 , 000 . 00 euro for third category winners .
to immediately collect your prize , please contact our
category c financial handlers with information
below :
mr . mark lansford .
financial director
universal securities and finance bv
20 - 24 vesusstu dorm ,
norwenger sl 4 3 bb ,
amsterdam , netherlands
tel : ( + 31 ) 645808259 , fax : ( + 31 ) 645 590445
email : marklansfordl @ mail 2 netherlands . com
provide prize reference number il / flw / 12 - co 33721192 and winning
ticket number - a / 03 - 4912 for confirmation . in your best
interests , you must initiate contact within one week
of receipt of this correspondence . univeral securities and
finance bv will handle all financial matters with
regards to claiming your prize . you are also advised
to send a copy of this email , either by fax or email ,
to your financial handler mr . mark lansford , when
contacting him .
you are to keep all lotto information from the
public as we will not entertain cases of multiple
claims processing or compromise the privacy and
security for all winners .
other necessary international lotto netherland information
are :
draw 1 number : 01 - 11417
draw 2 number : 02 - 7962
draw 3 number : 03 - 4365
international lottery code no : il 56009
you may be required to provide any of the above
information during the process of collecting your
prize .
we congratulate you once again and it is our hope that
you participate in any of our international programs
in the nearest future .
thank you .
sincerely ,
ann ross
promotions manager
international lotto netherlands .
",subject award notification winning notice category winner international lotto netherland flw 33721192 pleasure inform emerged category winner international lotto netherlands congratulation entitled prize sum 500 000 euro reference number prize flw 33721192 ticket number 4912 category winner selected total number 100 000 name drawn asia africa europe middle east america computer ballot international promotion program ten winner emerged category therefore receive payouts 500 000 euro total 000 000 euro third category winner immediately collect prize please contact category financial handler information mark lansford financial director universal security finance vesusstu dorm norwenger amsterdam netherlands tel 645808259 fax 645 590445 email marklansfordl mail netherlands com provide prize reference number flw 33721192 winning ticket number 4912 confirmation best interest must initiate contact within one week receipt correspondence univeral security finance handle financial matter regard claiming prize also advised send copy email either fax email financial handler mark lansford contacting keep lotto information public entertain case multiple claim processing compromise privacy security winner necessary international lotto netherland information draw number 11417 draw number 7962 draw number 4365 international lottery code 56009 may required provide information process collecting prize congratulate hope participate international program nearest future thank sincerely ann ross promotion manager international lotto netherlands,spam
"Subject: revised nom for copano ' s . . . small but we will keep a close eye on
the weather . . . .
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 01 / 31 / 2000
10 : 47 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
royal _ b _ edmondson @ reliantenergy . com on 01 / 31 / 2000 10 : 04 : 05 am
to : ami chokshi / corp / enron @ enron
cc :
subject : revised nom for copano ' s . . . small but we will keep a close eye on
the weather . . . .
( see attached file : hpl - feb . xls )
- hpl - feb . xls
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 01 / 31 / 2000
10 : 47 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
troy _ a _ benoit @ reliantenergy . com on 01 / 31 / 2000 10 : 21 : 15 am
to : ami chokshi / corp / enron @ enron
cc :
subject : feb lst revised
( see attached file : egmnom - feb . xls )
- egmnom - feb . xls",subject revised nom copano small keep close eye weather forwarded ami chokshi corp enron 2000 royal edmondson reliantenergy com 2000 ami chokshi corp enron enron subject revised nom copano small keep close eye weather see attached file hpl feb xl hpl feb xl forwarded ami chokshi corp enron 2000 troy benoit reliantenergy com 2000 ami chokshi corp enron enron subject feb lst revised see attached file egmnom feb xl egmnom feb xl,ham
"Subject: 90 % discounts on microsoft , adobe , autodesk , corel software ! tzvtwhqeldl
microsoft windows xp professional 2002 $ 50 retail price : $ 270 . 99 our low price : $ 50 you save : $ 220 bromine cheetah adobe photoshop 7 . 0 $ 60 retail price : $ 609 . 99 our low price : $ 60 you save : $ 550 convolve singapore microsoft office xp professional 2002 $ 100 retail price : $ 579 . 99 our low price : $ 100 you save : $ 480 virulent assumption microsoft windows 2000 professional $ 50 retail price : $ 266 . 99 our low price : $ 50 you save : $ 216 . 99 shortish ncaa adobe pagemaker 7 . 0 $ 60 retail price : $ 404 . 99 our low price : $ 60 you save : $ 445 anisotropy didactic adobe illustrator 10 $ 80 retail price : $ 270 . 99 our low price : $ 80 you save : $ 190 stacy convalesce magi 10 th carnage wad arrest centrifuge anchorite posthumous dying loren armhole fable antithetic affiliate",subject discount microsoft adobe autodesk corel software tzvtwhqeldl microsoft window professional 2002 retail price 270 low price save 220 bromine cheetah adobe photoshop retail price 609 low price save 550 convolve singapore microsoft office professional 2002 100 retail price 579 low price 100 save 480 virulent assumption microsoft window 2000 professional retail price 266 low price save 216 shortish ncaa adobe pagemaker retail price 404 low price save 445 anisotropy didactic adobe illustrator retail price 270 low price save 190 stacy convalesce magi carnage wad arrest centrifuge anchorite posthumous dying loren armhole fable antithetic affiliate,spam
"Subject: re : swift - october 2000 vols
done
daren j farmer
10 / 16 / 2000 03 : 46 pm
to : julie meyers / hou / ect @ ect
cc :
subject : swift - october 2000 vols
jm ,
the message below is related to deal # 138094 . according to joan , october is
the last month for this deal . however , the evergreen flag is activated in
sitara and a new line has been created for november . can you look into this
please ?
d
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 10 / 16 / 2000
03 : 36 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
carlos j rodriguez
09 / 26 / 2000 08 : 27 am
to : daren j farmer / hou / ect @ ect
cc :
subject : swift - october 2000 vols
f y i
- - - - - - - - - - - - - - - - - - - - - - forwarded by carlos j rodriguez / hou / ect on 09 / 26 / 2000
08 : 25 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : joan m quick on 09 / 25 / 2000 06 : 01 pm
sent by : joan quick
to : carlos j rodriguez / hou / ect @ ect , susan d trevino / hou / ect @ ect , stella l
morris / hou / ect @ ect
cc :
subject : swift - october 2000 vols
this is the last month we will be buying this gas ! ! ! !
vpp 1 , 265 mmbtu / d
xs 3 , 700 mmbtu / d
- - - - - - - -
4 , 965 mmbtu / d",subject swift october 2000 vols done daren farmer 2000 julie meyers hou ect ect subject swift october 2000 vols message related deal 138094 according joan october last month deal however evergreen flag activated sitara new line created november look please forwarded daren farmer hou ect 2000 carlos rodriguez 2000 daren farmer hou ect ect subject swift october 2000 vols forwarded carlos rodriguez hou ect 2000 joan quick 2000 sent joan quick carlos rodriguez hou ect ect susan trevino hou ect ect stella morris hou ect ect subject swift october 2000 vols last month buying gas vpp 265 mmbtu 700 mmbtu 965 mmbtu,ham
"Subject: new arrival ? ?
hi out there ,
welllllllll ! ! !
what ' s the word ?
assume baby is here and you are all kicked back with nothing going on
( chuckle ) .
when you have time give me a call ( again chuckle )
ken
- attl . htm",subject new arrival welllllllll word assume baby kicked back nothing going chuckle time give call chuckle ken attl htm,ham
"Subject: re : aquila header - 12 / 12 / 00 flow day
thanks , elsa ! also i cannot find where enron or hpl has ever executed a base
agreement with the exchange center so i will get one to you for review .
thanks , cooker
- - - - - original message - - - - -
from : elsa . villarreal @ enron . com [ mailto : elsa . villarreal @ enron . com ]
sent : monday , december 11 , 2000 11 : 32 am
to : mcook @ utilicorp . com
cc : daren . j . farmer @ enron . com
subject : aquila header - 12 / 12 / 00 flow day
this is to confirm that houston pipe line will pay the aquila storage and
transportation . 16 / mmbtu for 50 , 000 mmbtu ' s . hpl will deliver the gas on
hpl / aquila to be delivered to opl / aquila for 12 / 12 / 00 . thanks . emv",subject aquila header flow day thanks elsa also cannot find enron hpl ever executed base agreement exchange center get one review thanks cooker original message elsa villarreal enron com mailto elsa villarreal enron com sent monday december 2000 mcook utilicorp com daren farmer enron com subject aquila header flow day confirm houston pipe line pay aquila storage transportation mmbtu 000 mmbtu hpl deliver gas hpl aquila delivered opl aquila thanks emv,ham
"Subject: giftlist - rolex watch
_ _ _ _ _
| _ \ _ _ _ | | _ _ _ _ _ _ _
| | _ ) / _ \ | | / _ \ \ / /
| _ ( _ ) | | _ _ /
| _ | \ _ \ _ _ _ / | _ | \ _ _ _ / _ / \ _ \
+ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - +
have you ever wanted a rolex ?
+ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - +
what if you could own a * rolex * at a
fraction of the cost ?
our range of * quality swiss rolex *
replicas are every bit as good as
owning the genuine article , except you
don ' t need to take out a loan to buy one !
visit our online store . http : / / evbmx . yi 4 . net / r / 7470 / gyut
forbid ? http : / / yhjfx . a 8 k . net / w . php
",subject giftlist rolex watch ever wanted rolex could rolex fraction cost range quality swiss rolex replica every bit good owning genuine article except need take loan buy one visit online store http evbmx net 7470 gyut forbid http yhjfx net php,spam
"Subject: fw : field services office
this email and any files transmitted with it from the elpaso
corporation are confidential and intended solely for the
use of the individual or entity to whom they are addressed .
if you have received this email in error please notify the
sender .
",subject field service office email file transmitted elpaso corporation confidential intended solely use individual entity addressed received email error please notify sender,ham
"Subject: ss 154
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 14 / 2000
02 : 18 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" jacqueline blanchard "" on 06 / 14 / 2000 01 : 49 : 30
pm
to :
cc :
subject : ss 154
- text . htm",subject 154 forwarded ami chokshi corp enron 2000 jacqueline blanchard 2000 subject 154 text htm,ham
"Subject: i bet she will noitce ! ! . id : ocaw 97 qgez
hgh
- the fountain of youth in a bottle
briefly ,
here ' s what is going on inside of you - the anterior
pituitary gland produces a hormone called somatotropin ,
known as human growth hormone ( hgh ) , your
body uses this hormone by converting it into an
insuline like growth factor ( igf - 1 ) for tissue , bone ,
muscle generation and generally maintaining healthy
bodily functions .
spark
hgh benefits
remember ,
hgh - human growth hormone offers you amazing relief
such as :
8 . 8 %
increase in muscle mass on average after 6 months ,
without exercise
14 . 4 %
loss of fat on average after six months , without
dieting
regrowth
of heart , liver , kidneys , and other organs that
shrink with age
better
kidney function
sharper
vision
and
many more incredible benefits !
get
now your supply !
",subject bet noitce ocaw qgez hgh fountain youth bottle briefly going inside anterior pituitary gland produce hormone called somatotropin known human growth hormone hgh body us hormone converting insuline like growth factor igf tissue bone muscle generation generally maintaining healthy bodily function spark hgh benefit remember hgh human growth hormone offer amazing relief increase muscle mass average month without exercise loss fat average six month without dieting regrowth heart liver kidney organ shrink age better kidney function sharper vision many incredible benefit get supply,spam
"Subject: archived great shots of california living
greetings love ,
your favourite celebs - revolting jpeg ' s of madonna link
and lots more like :
sexy avi ' s of sarah michelle gellar
groundbreaking identity theft of pamela anderson
heartbreaking pictures of mariah carey
to remove : http : / / www . 24 - 7 medz . com / rms . html
your bankofamerica account
quinn hamlin
chandler
bioniche india , bangalore - 560085 , india
phone : 946 - 776 - 4467
mobile : 632 - 797 - 5521
email : fywsoobtmvj @ future - online . net
this is an auto - generated message - please do not reply to this message
this version is a 01 decade definite download
notes :
the contents of this info is for manipulation and should not be incestuous isadore
cuba transferred alexandria
time : mon , 20 dec 2004 01 : 07 : 17 + 0200",subject archived great shot california living greeting love favourite celebs revolting jpeg madonna link lot like sexy avi sarah michelle gellar groundbreaking identity theft pamela anderson heartbreaking picture mariah carey remove http www medz com rms html bankofamerica account quinn hamlin chandler bioniche india bangalore 560085 india phone 946 776 4467 mobile 632 797 5521 email fywsoobtmvj future online net auto generated message please reply message version decade definite download note content info manipulation incestuous isadore cuba transferred alexandria time mon dec 2004 0200,spam
"Subject: buy office xp for fifty bucks percentage
htmlheadmeta http - equiv = content - type content = text / html ; charset = windows - 1252 titleaxis newsletter eureka / titlestyletd { font - family : tahoma , verdana , arial ; font - size : 10 pt } . small { font - size : 1 pt } / style / headbody bgcolor = whitetable align = lefttrtd width = 490 font size = + 2 b / b / fontbr font color = # ff 9900 bmicrosoft software at superb prices : / font / b but how ? oem software comes to you without all the bells and whistles . you don ' t get the fancy packaging or a manual . instead , you receive just a cd with your brand new software and a unique registration code . because of this , we ' re able to give this software away for just a fraction of the retail price , and we don ' t charge for shipping . / tdtd width = 10 bgcolor = # ff 9900 nbsp ; / td / trtr width = 490 tdbrtable width = 480 trtdimg src = http : / / images . amazon . com / images / p / bo 0005 afio . 01 . mzzzzzzz . jpg / tdtd width = 1 img src = biaxial . gif width = 1 height = 2 border = 0 / tdtdfont size = + 1 bofficexp / b / fontbr font size = 1 microsoft office xp professional puts the features you need within reach at all times . new and improved tools in access allow you to build and manage lists and databases , or analyze information from databases such as microsoft sql server . new context - sensitive smart tags pop up with options you need right when you need them . no digging through menus . tasks that once required multiple steps are just one click away with the new taskpane . / fontbrbr font color = # ff 9900 bretail : $ 580 / b / font | ba href = http : / / cornmeal . incbggc . info / oeol 7 / ? affiliate _ id = 233685 & campaign _ id = 601 order for just $ 50 / a | font color = # 339933 you save : $ 520 / font / b / td / tr / tabletable width = 480 trtdimg src = http : / / images . amazon . com / images / p / bo 0005 moth . 01 . mzzzzzzz . jpg / tdtd width = 10 nbsp ; / tdtdfont size = + 1 bwindowsxp / b / fontbr font size = 1 designed for businesses of all sizes and for home users who demand the most from their computing experience , windows xp professional delivers the new standard in reliability and performance . it includes all the great features and new visual design of windows xp home edition , plus premier security and privacy features , advanced recovery options , improved ability to connect to large networks , and much more . / fontbrbr font color = # ff 9900 bretail : $ 270 / b / font | ba href = http : / / netherworld . incbggc . info / oeol 7 / ? affiliate _ id = 233685 & campaign _ id = 601 order for just $ 60 / a | font color = # 339933 you save : $ 210 / font / b / td / tr / tabletable width = 480 trtdimg src = http : / / images . amazon . com / images / p / bo 0008 mnxv . 01 . mzzzzzzz . jpg / tdtd width = 10 nbsp ; / tdtdfont size = + 1 bwindows server 2003 / b / fontbr font size = 1 windows server 2003 is the most productive infrastructure platform for powering connected applications , networks , and web services from the workgroup to the data center . easy to deploy , manage , and use , windows server 2003 helps you build a secure it infrastructure that provides a powerful application platform for quickly building connected solutions and an information worker infrastructure for enhanced communication and collaboration anytime and anywhere . / fontbrbr font color = # ff 9900 bretail : $ 860 / b / font | ba href = http : / / brookside . incbggc . info / oeol 7 / ? affiliate _ id = 233685 & campaign _ id = 601 order for just $ 60 / a | font color = # 339933 you save : $ 800 / font / b / td / tr / tablehrfont size = + 2 bmany more titles available / b / fontbr a href = http : / / ecosystem . incbggc . info / oeol 7 / ? affiliate _ id = 233685 & campaign _ id = 601 view our whole software catalogue / abrbrbrbrp hull million eitherbrinflict almagest bobolinkbrchiton curbradd i ' s / font / p / tdtd width = 10 bgcolor = # 339933 nbsp ; / td / tr / table / body / html
",subject buy office fifty buck percentage htmlheadmeta http equiv content type content text html charset window 1252 titleaxis newsletter eureka titlestyletd font family tahoma verdana arial font size small font size style headbody bgcolor whitetable align lefttrtd width 490 font size fontbr font color 9900 bmicrosoft software superb price font oem software come without bell whistle get fancy packaging manual instead receive brand new software unique registration code able give software away fraction retail price charge shipping tdtd width bgcolor 9900 nbsp trtr width 490 tdbrtable width 480 trtdimg src http image amazon com image 0005 afio mzzzzzzz jpg tdtd width img src biaxial gif width height border tdtdfont size bofficexp fontbr font size microsoft office professional put feature need within reach time new improved tool access allow build manage list database analyze information database microsoft sql server new context sensitive smart tag pop option need right need digging menu task required multiple step one click away new taskpane fontbrbr font color 9900 bretail 580 font href http cornmeal incbggc info oeol affiliate 233685 campaign 601 order font color 339933 save 520 font tabletable width 480 trtdimg src http image amazon com image 0005 moth mzzzzzzz jpg tdtd width nbsp tdtdfont size bwindowsxp fontbr font size designed business size home user demand computing experience window professional delivers new standard reliability performance includes great feature new visual design window home edition plus premier security privacy feature advanced recovery option improved ability connect large network much fontbrbr font color 9900 bretail 270 font href http netherworld incbggc info oeol affiliate 233685 campaign 601 order font color 339933 save 210 font tabletable width 480 trtdimg src http image amazon com image 0008 mnxv mzzzzzzz jpg tdtd width nbsp tdtdfont size bwindows server 2003 fontbr font size window server 2003 productive infrastructure platform powering connected application network web service workgroup data center easy deploy manage use window server 2003 help build secure infrastructure provides powerful application platform quickly building connected solution information worker infrastructure enhanced communication collaboration anytime anywhere fontbrbr font color 9900 bretail 860 font href http brookside incbggc info oeol affiliate 233685 campaign 601 order font color 339933 save 800 font tablehrfont size bmany title available fontbr href http ecosystem incbggc info oeol affiliate 233685 campaign 601 view whole software catalogue abrbrbrbrp hull million eitherbrinflict almagest bobolinkbrchiton curbradd font tdtd width bgcolor 339933 nbsp table body html,spam
"Subject: re : rate for tenaska deal
daren ,
thanks - - while i ' m certain i should know , i must confess that i do not know
what cpi stands for ? ? ?
sandi
daren j farmer
10 / 16 / 2000 11 : 39 am
to : sandi m braband / hou / ect @ ect , bob m hall / na / enron @ enron
cc :
subject : re : rate for tenaska deal
sandi ,
sorry for just now getting back with you . i was out last week .
the rate ( $ . 04 / mmbtu ) will be charged on the greater of the volumes nominated
on the supply contracts or the actual deliveries to the plant . the fee will
be adjusted yearly based on cpi .
bob - i could not remember if we stated the type of settlement on the
delivered volumes ( actuals or nominations ) . i think we should use actuals
due to possibility that the plant could over pull with out our knowledge on a
daily basis . we would receive the estimates / actuals on a lag and may have to
purchase gas to offset the imbalance , even though the plant kept the noms at
the 45 , 000 base . i also think that if the plant does increase the nom , they
are more likely to pull the additional volume rather than pulling less . do
you agree with this ?
d
from : sandi m braband on 10 / 10 / 2000 03 : 41 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : rate for tenaska deal
daren ,
when we met regarding the rate for the tenaska gas management agreement , you
guys mentioned that it would be tied to an index - - could you restate for me
how that is to work - - it will start out 4 cents per mmbtu based on the greater
of the volumes nominated through the supply contracts or the actual
deliveries to the plant . then the fee will vary month to month ? year to year ?
based on what index ?
thanks ,
sandi",subject rate tenaska deal daren thanks certain know must confess know cpi stand sandi daren farmer 2000 sandi braband hou ect ect bob hall enron enron subject rate tenaska deal sandi sorry getting back last week rate mmbtu charged greater volume nominated supply contract actual delivery plant fee adjusted yearly based cpi bob could remember stated type settlement delivered volume actuals nomination think use actuals due possibility plant could pull knowledge daily basis would receive estimate actuals lag may purchase gas offset imbalance even though plant kept noms 000 base also think plant increase nom likely pull additional volume rather pulling less agree sandi braband 2000 daren farmer hou ect ect subject rate tenaska deal daren met regarding rate tenaska gas management agreement guy mentioned would tied index could restate work start cent per mmbtu based greater volume nominated supply contract actual delivery plant fee vary month month year year based index thanks sandi,ham
"Subject: enron / hpl actuals for august 31 , 2000
teco tap 18 . 000 / enron ; 52 . 000 / hpl gas daily
ls hpl lsk ic 20 . 000 / enron",subject enron hpl actuals august 2000 teco tap 000 enron 000 hpl gas daily hpl lsk 000 enron,ham
"Subject: italian rolex in throw away prices . - derm swamp alchemists of 68
italian
crafted rolex complete watch store - reliable service and support
check here for more information oojawlzeyyfochpxc 1 pihiu . nxels . kqbol .
epohat dxxbp , qwn , aqfrg . lhmepa cgs qummxl , aaxrzm , beds . eguqkl nozh pbvbbi ,
bkmu , bslf . fszloq ajn iuz , vwdye , aof . agm lhsg gwze , kto , npukl . jrs ixfkdu
rdrzmx , ndux , ksl . ownqh jsrgzb taf , rgnr , bwxatk . gmj bzlik btdcfy , mzy , nrv
. nvq flprw uxff , igb , liopwn . qcgl uijcn tgs , bpuize , auzki . gvgw pksju nkxh ,
pwths , gwsj . ttakc taw mot , sgrppj , nfof . uca uuzv dtb , rjqhcz , lqrc . yqeo
pizpow prss , txd , pmjo . ugfxg pmtk bmtrie , bwy , swsxle . csd xcq rfvdi , rbqzgz ,
ezpyx . vloeng velo etejb , bfxclw , rywq . gngutt crgph vavf , aggz , typ . wmfr
syoot smx , tod , jkxlqf . bbi qeevy pym , tfwg , gbslx . wwooda gliwrm pnjn ,
ohgmpk , segph . nxs akzluw gpuva , xpsf , jswcwe . gihf afmzs xxp , tkpcjg , pkgjik
. mgnw tyry qrtqqk , jxwl , dkxpt . xfo lbhawh vuko , cea , nzfa . knhzg yle xhsz ,
crb , drofv . oksvma zihfy tet , nor , skwqnn . ukyk qgjro bxqzf , fbbsrs , jdk .
sygpie fxfo vyrto , axz , yrst . byqd qjh qhf , mvfkuw , iqfiph . ibb fbgku tbwji ,
yxz , hvbmgt . okay eajjdr xpozna , rygt , poh . ubvk vjgzlr okf , zunnw , guf .
awoiak vxaqgj tae , lkxmgm , clgy . hzoxj iwj wcnf , iiarv , rhsdj . qrvgy xwh efvl ,
zyjvit , zoksxc . gbmxw wusu fagclj , luytnw , dgn . kljlzh wfdqze zmymw , zqasg ,
oledo . oyao mkmpbl zmi , aezzxa , fyhqdl . ubfw kicw fju , vcdvj , wgfplf . dkj enp
ebjixj , idtdiz , rew . lnks",subject italian rolex throw away price derm swamp alchemist italian crafted rolex complete watch store reliable service support check information oojawlzeyyfochpxc pihiu nxels kqbol epohat dxxbp qwn aqfrg lhmepa cgs qummxl aaxrzm bed eguqkl nozh pbvbbi bkmu bslf fszloq ajn iuz vwdye aof agm lhsg gwze kto npukl jr ixfkdu rdrzmx ndux ksl ownqh jsrgzb taf rgnr bwxatk gmj bzlik btdcfy mzy nrv nvq flprw uxff igb liopwn qcgl uijcn tgs bpuize auzki gvgw pksju nkxh pwths gwsj ttakc taw mot sgrppj nfof uca uuzv dtb rjqhcz lqrc yqeo pizpow prss txd pmjo ugfxg pmtk bmtrie bwy swsxle csd xcq rfvdi rbqzgz ezpyx vloeng velo etejb bfxclw rywq gngutt crgph vavf aggz typ wmfr syoot smx tod jkxlqf bbi qeevy pym tfwg gbslx wwooda gliwrm pnjn ohgmpk segph nxs akzluw gpuva xpsf jswcwe gihf afmzs xxp tkpcjg pkgjik mgnw tyry qrtqqk jxwl dkxpt xfo lbhawh vuko cea nzfa knhzg yle xhsz crb drofv oksvma zihfy tet skwqnn ukyk qgjro bxqzf fbbsrs jdk sygpie fxfo vyrto axz yrst byqd qjh qhf mvfkuw iqfiph ibb fbgku tbwji yxz hvbmgt okay eajjdr xpozna rygt poh ubvk vjgzlr okf zunnw guf awoiak vxaqgj tae lkxmgm clgy hzoxj iwj wcnf iiarv rhsdj qrvgy xwh efvl zyjvit zoksxc gbmxw wusu fagclj luytnw dgn kljlzh wfdqze zmymw zqasg oledo oyao mkmpbl zmi aezzxa fyhqdl ubfw kicw fju vcdvj wgfplf dkj enp ebjixj idtdiz rew lnks,spam
"Subject: arrow
bennett
the cablefilterz will allow you to receive
all the channels that you order with your remote control ,
payperviews , axxxmovies , sport events , special - events *
http : / / www . 9001 hosting . com / cable /
brushy , mummy .
",subject arrow bennett cablefilterz allow receive channel order remote control payperviews axxxmovies sport event special event http www 9001 hosting com cable brushy mummy,spam
"Subject: ces deals
fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by donna greif / hou / ect on 04 / 26 / 2000 05 : 36
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : dana daigle @ enron 04 / 25 / 2000 03 : 46 pm
to : david oliver / hou / ect @ ect , william kelly / hou / ect @ ect , donna
greif / hou / ect @ ect , brenda f herod / hou / ect @ ect , kam keiser / hou / ect @ ect
cc : kathryn cordes / hou / ect @ ect
subject : ces deals
here are the deal that i have completed today . the numbers in bold are
hedged and need to be split .
old deal # new deal # desk
142002 251833 east
145075 251851 east
144936 250498 texas
226138 250600 east
226763 250668 east
135842 250703 east
164669 250751 east
227727 250893 east
168454 250932 east
136933 251129 east
136880 251212 east
143673 251257 east
163815 251280 east
136286 251357 east
136287 251394 east
219685 251410 east
158625 251864 east
135895 251619 east
135958 251624 east
164708 251631 east
226538 251641 east
134755 251650 central
144917 251659 texas
thanks for you help !
d",subject ce deal fyi forwarded donna greif hou ect 2000 dana daigle enron 2000 david oliver hou ect ect william kelly hou ect ect donna greif hou ect ect brenda herod hou ect ect kam keiser hou ect ect kathryn cordes hou ect ect subject ce deal deal completed today number bold hedged need split old deal new deal desk 142002 251833 east 145075 251851 east 144936 250498 texas 226138 250600 east 226763 250668 east 135842 250703 east 164669 250751 east 227727 250893 east 168454 250932 east 136933 251129 east 136880 251212 east 143673 251257 east 163815 251280 east 136286 251357 east 136287 251394 east 219685 251410 east 158625 251864 east 135895 251619 east 135958 251624 east 164708 251631 east 226538 251641 east 134755 251650 central 144917 251659 texas thanks help,ham
"Subject: solve your health problems now
includes a free medical consultation .
http : / / www . authorise 5969 rneds . us / f 99 /
s t o p
http : / / www . authorise 5969 rneds . us /
",subject solve health problem includes free medical consultation http www authorise 5969 rneds http www authorise 5969 rneds,spam
